ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Year,Month,Quarter,Month_Name,Quarter_Name,Year_Month,Region,Revenue,Estimated_Cost,Estimated_Profit,Estimated_Profit_Margin,SALES_CATEGORY
10304,24,100.0,17,2440.8,2004-10-11,Shipped,4,10,2004,Vintage Cars,127,S18_2325,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",N/A,Versailles,N/A,78000,France,EMEA,Tonini,Daniel,Small,2004,10,4,October,Q4,2004-10,EMEA,2440.8,1828.8,612.0000000000002,25.073746312684374,Low
10312,31,100.0,14,4729.36,2004-10-21,Shipped,4,10,2004,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2004,10,4,October,Q4,2004-10,NA,4729.36,2362.2,2367.16,50.05243838489775,Medium
10322,50,100.0,6,12536.5,2004-11-04,Shipped,4,11,2004,Vintage Cars,127,S18_2325,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,NA,Young,Valarie,Large,2004,11,4,November,Q4,2004-11,NA,12536.5,3810.0,8726.5,69.60874247198181,High
10332,35,64.69,8,2264.15,2004-11-17,Shipped,4,11,2004,Vintage Cars,127,S18_2325,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,N/A,Manchester,N/A,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2004,11,4,November,Q4,2004-11,EMEA,2264.15,2667.0,-402.8499999999999,-17.792549080228778,Low
10344,30,100.0,3,3928.2,2004-11-25,Shipped,4,11,2004,Vintage Cars,127,S18_2325,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",N/A,Marseille,N/A,13008,France,EMEA,Lebihan,Laurence,Medium,2004,11,4,November,Q4,2004-11,EMEA,3928.2,2286.0,1642.1999999999998,41.80540705666717,Medium
10356,29,100.0,3,3630.22,2004-12-09,Shipped,4,12,2004,Vintage Cars,127,S18_2325,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,N/A,Paris,N/A,75508,France,EMEA,Da Cunha,Daniel,Medium,2004,12,4,December,Q4,2004-12,EMEA,3630.22,2209.7999999999997,1420.42,39.12765617510785,Medium
10367,27,100.0,5,4196.07,2005-01-12,Resolved,1,1,2005,Vintage Cars,127,S18_2325,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,N/A,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,2005,1,1,January,Q1,2005-01,NA,4196.07,2057.4,2138.6699999999996,50.968406151470305,Medium
10380,40,100.0,10,4931.6,2005-02-16,Shipped,1,2,2005,Vintage Cars,127,S18_2325,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2005,2,1,February,Q1,2005-02,EMEA,4931.6,3048.0,1883.6000000000004,38.194500770541005,Medium
10390,31,98.99,16,3068.69,2005-03-04,Shipped,1,3,2005,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2005,3,1,March,Q1,2005-03,NA,3068.69,2362.2,706.4900000000002,23.022527528033145,Medium
10409,6,100.0,2,785.64,2005-04-23,Shipped,2,4,2005,Vintage Cars,127,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,N/A,69045,Singapore,APAC,Victorino,Wendy,Small,2005,4,2,April,Q2,2005-04,APAC,785.64,457.2,328.44,41.80540705666718,Low
10420,45,100.0,2,4977.0,2005-05-29,In Process,2,5,2005,Vintage Cars,127,S18_2325,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,2005,5,2,May,Q2,2005-05,APAC,4977.0,3429.0,1548.0,31.103074141048825,Medium
10103,22,54.09,2,1189.98,2003-01-29,Shipped,1,1,2003,Trucks and Buses,60,S18_2432,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,N/A,Stavern,N/A,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2003,1,1,January,Q1,2003-01,EMEA,1189.98,792.0,397.98,33.44425956738769,Low
10114,45,68.67,6,3090.15,2003-04-01,Shipped,2,4,2003,Trucks and Buses,60,S18_2432,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",N/A,Paris,N/A,75012,France,EMEA,Bertrand,Marie,Medium,2003,4,2,April,Q2,2003-04,EMEA,3090.15,1620.0,1470.15,47.575360419397114,Medium
10126,43,65.02,2,2795.86,2003-05-28,Shipped,2,5,2003,Trucks and Buses,60,S18_2432,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",N/A,Madrid,N/A,28023,Spain,EMEA,Sommer,Mart¡n,Small,2003,5,2,May,Q2,2003-05,EMEA,2795.86,1548.0,1247.8600000000001,44.63242079360197,Low
10140,46,61.99,2,2851.54,2003-07-24,Shipped,3,7,2003,Trucks and Buses,60,S18_2432,Technics Stores Inc.,6505556809,9408 Furth Circle,N/A,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small,2003,7,3,July,Q3,2003-07,NA,2851.54,1656.0,1195.54,41.926117115663814,Low
10151,39,69.28,9,2701.92,2003-09-21,Shipped,3,9,2003,Trucks and Buses,60,S18_2432,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,N/A,Oulu,N/A,90110,Finland,EMEA,Koskitalo,Pirkko,Small,2003,9,3,September,Q3,2003-09,EMEA,2701.92,1404.0,1297.92,48.03695150115473,Low
10165,31,71.1,18,2204.1,2003-10-22,Shipped,4,10,2003,Trucks and Buses,60,S18_2432,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",N/A,Singapore,N/A,79903,Singapore,Japan,Natividad,Eric,Small,2003,10,4,October,Q4,2003-10,Japan,2204.1,1116.0,1088.1,49.36708860759494,Low
10175,41,69.28,7,2840.48,2003-11-06,Shipped,4,11,2003,Trucks and Buses,60,S18_2432,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,N/A,London,N/A,WX3 6FW,UK,EMEA,Brown,Ann,Small,2003,11,4,November,Q4,2003-11,EMEA,2840.48,1476.0,1364.48,48.03695150115473,Low
10184,44,60.16,12,2647.04,2003-11-14,Shipped,4,11,2003,Trucks and Buses,60,S18_2432,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",N/A,Sevilla,N/A,41101,Spain,EMEA,Roel,Jose Pedro,Small,2003,11,4,November,Q4,2003-11,EMEA,2647.04,1584.0,1063.04,40.159574468085104,Low
10194,45,70.49,2,3172.05,2003-11-25,Shipped,4,11,2003,Trucks and Buses,60,S18_2432,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",N/A,Lyon,N/A,69004,France,EMEA,Saveley,Mary,Medium,2003,11,4,November,Q4,2003-11,EMEA,3172.05,1620.0,1552.0500000000002,48.928926088806925,Medium
10207,37,69.89,13,2585.93,2003-12-09,Shipped,4,12,2003,Trucks and Buses,60,S18_2432,Diecast Collectables,6175552555,6251 Ingle Ln.,N/A,Boston,MA,51003,USA,NA,Franco,Valarie,Small,2003,12,4,December,Q4,2003-12,NA,2585.93,1332.0,1253.9299999999998,48.49048504793247,Low
10217,35,61.38,2,2148.3,2004-02-04,Shipped,1,2,2004,Trucks and Buses,60,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,N/A,69045,Singapore,APAC,Victorino,Wendy,Small,2004,2,1,February,Q1,2004-02,APAC,2148.3,1260.0,888.3000000000002,41.34897360703813,Low
10229,28,59.55,7,1667.4,2004-03-11,Shipped,1,3,2004,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2004,3,1,March,Q1,2004-03,NA,1667.4,1008.0,659.4000000000001,39.54659949622167,Low
10246,30,61.99,11,1859.7,2004-05-05,Shipped,2,5,2004,Trucks and Buses,60,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2004,5,2,May,Q2,2004-05,EMEA,1859.7,1080.0,779.7,41.92611711566382,Low
10259,30,49.22,10,1476.6,2004-06-15,Shipped,2,6,2004,Trucks and Buses,60,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,N/A,69045,Singapore,APAC,Victorino,Wendy,Small,2004,6,2,June,Q2,2004-06,APAC,1476.6,1080.0,396.5999999999999,26.859000406338886,Low
10271,25,69.28,11,1732.0,2004-07-20,Shipped,3,7,2004,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2004,7,3,July,Q3,2004-07,NA,1732.0,900.0,832.0,48.03695150115473,Low
10281,29,57.73,7,1674.17,2004-08-19,Shipped,3,8,2004,Trucks and Buses,60,S18_2432,Diecast Classics Inc.,2155551555,7586 Pompton St.,N/A,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,2004,8,3,August,Q3,2004-08,NA,1674.17,1044.0,630.1700000000001,37.6407413822969,Low
10291,26,57.73,2,1500.98,2004-09-08,Shipped,3,9,2004,Trucks and Buses,60,S18_2432,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,N/A,Boras,N/A,S-844 67,Sweden,EMEA,Larsson,Maria,Small,2004,9,3,September,Q3,2004-09,EMEA,1500.98,936.0,564.98,37.6407413822969,Low
10305,41,53.48,11,2192.68,2004-10-13,Shipped,4,10,2004,Trucks and Buses,60,S18_2432,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,N/A,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,2004,10,4,October,Q4,2004-10,NA,2192.68,1476.0,716.6799999999998,32.68511593118922,Low
10313,34,52.87,5,1797.58,2004-10-22,Shipped,4,10,2004,Trucks and Buses,60,S18_2432,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,N/A,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small,2004,10,4,October,Q4,2004-10,NA,1797.58,1224.0,573.5799999999999,31.908454700208054,Low
10322,35,61.21,11,2142.35,2004-11-04,Shipped,4,11,2004,Trucks and Buses,60,S18_2432,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,NA,Young,Valarie,Small,2004,11,4,November,Q4,2004-11,NA,2142.35,1260.0,882.3499999999999,41.18608070576703,Low
10334,34,61.38,1,2086.92,2004-11-19,On Hold,4,11,2004,Trucks and Buses,60,S18_2432,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,N/A,Lule,N/A,S-958 22,Sweden,EMEA,Berglund,Christina,Small,2004,11,4,November,Q4,2004-11,EMEA,2086.92,1224.0,862.9200000000001,41.348973607038126,Low
10347,50,100.0,8,6834.5,2004-11-29,Shipped,4,11,2004,Trucks and Buses,60,S18_2432,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2004,11,4,November,Q4,2004-11,APAC,6834.5,1800.0,5034.5,73.6630331406833,High
10357,41,61.99,7,2541.59,2004-12-10,Shipped,4,12,2004,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2004,12,4,December,Q4,2004-12,NA,2541.59,1476.0,1065.5900000000001,41.92611711566382,Low
10370,22,96.86,7,2130.92,2005-01-20,Shipped,1,1,2005,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2005,1,1,January,Q1,2005-01,APAC,2130.92,792.0,1338.92,62.83295478009499,Low
10381,35,48.62,7,1701.7,2005-02-17,Shipped,1,2,2005,Trucks and Buses,60,S18_2432,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,N/A,San Francisco,CA,N/A,USA,NA,Brown,Julie,Small,2005,2,1,February,Q1,2005-02,NA,1701.7,1260.0,441.70000000000005,25.956396544631843,Low
10391,44,38.5,5,1694.0,2005-03-09,Shipped,1,3,2005,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2005,3,1,March,Q1,2005-03,APAC,1694.0,1584.0,110.0,6.493506493506493,Low
10412,47,61.99,11,2913.53,2005-05-03,Shipped,2,5,2005,Trucks and Buses,60,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2005,5,2,May,Q2,2005-05,EMEA,2913.53,1692.0,1221.5300000000002,41.92611711566382,Low
10425,19,49.22,10,935.18,2005-05-31,In Process,2,5,2005,Trucks and Buses,60,S18_2432,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",N/A,Nantes,N/A,44000,France,EMEA,Labrune,Janine,Small,2005,5,2,May,Q2,2005-05,EMEA,935.18,684.0,251.17999999999995,26.859000406338886,Low
10106,34,90.39,2,3073.26,2003-02-17,Shipped,1,2,2003,Planes,84,S18_2581,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,N/A,Bergamo,N/A,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2,1,February,Q1,2003-02,EMEA,3073.26,1713.6,1359.6600000000003,44.241619648191175,Medium
10120,29,71.81,8,2082.49,2003-04-29,Shipped,2,4,2003,Planes,84,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2003,4,2,April,Q2,2003-04,APAC,2082.49,1461.6,620.8899999999999,29.814789026597964,Low
10133,49,69.27,3,3394.23,2003-06-27,Shipped,2,6,2003,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2003,6,2,June,Q2,2003-06,EMEA,3394.23,2469.6,924.6300000000001,27.24122996968385,Medium
10145,30,85.32,14,2559.6,2003-08-25,Shipped,3,8,2003,Planes,84,S18_2581,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,N/A,Pasadena,CA,90003,USA,NA,Young,Julie,Small,2003,8,3,August,Q3,2003-08,NA,2559.6,1512.0,1047.6,40.92827004219409,Low
10168,21,70.96,9,1490.16,2003-10-28,Shipped,4,10,2003,Planes,84,S18_2581,Technics Stores Inc.,6505556809,9408 Furth Circle,N/A,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small,2003,10,4,October,Q4,2003-10,NA,1490.16,1058.3999999999999,431.7600000000002,28.9740698985344,Low
10210,50,76.88,7,3844.0,2004-01-12,Shipped,1,1,2004,Planes,84,S18_2581,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",N/A,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,2004,1,1,January,Q1,2004-01,Japan,3844.0,2520.0,1324.0,34.443288241415196,Medium
10223,47,100.0,9,4724.91,2004-02-20,Shipped,1,2,2004,Planes,84,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2004,2,1,February,Q1,2004-02,APAC,4724.91,2368.7999999999997,2356.11,49.86571172784244,Medium
10235,24,76.03,3,1824.72,2004-04-02,Shipped,2,4,2004,Planes,84,S18_2581,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,N/A,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,2004,4,2,April,Q2,2004-04,NA,1824.72,1209.6,615.1200000000001,33.710377482572675,Low
10250,27,98.84,4,2668.68,2004-05-11,Shipped,2,5,2004,Planes,84,S18_2581,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,N/A,San Jose,CA,94217,USA,NA,Frick,Sue,Small,2004,5,2,May,Q2,2004-05,NA,2668.68,1360.8,1307.8799999999999,49.008498583569406,Low
10263,33,86.17,10,2843.61,2004-06-28,Shipped,2,6,2004,Planes,84,S18_2581,Gift Depot Inc.,2035552570,25593 South Bay Ln.,N/A,Bridgewater,CT,97562,USA,NA,King,Julie,Small,2004,6,2,June,Q2,2004-06,NA,2843.61,1663.2,1180.41,41.51096669374492,Low
10275,35,90.39,9,3163.65,2004-07-23,Shipped,3,7,2004,Planes,84,S18_2581,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",N/A,Nantes,N/A,44000,France,EMEA,Labrune,Janine,Medium,2004,7,3,July,Q3,2004-07,EMEA,3163.65,1764.0,1399.65,44.24161964819117,Medium
10284,31,71.81,1,2226.11,2004-08-21,Shipped,3,8,2004,Planes,84,S18_2581,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",N/A,Oslo,N/A,N 0106,Norway,EMEA,Klaeboe,Jan,Small,2004,8,3,August,Q3,2004-08,EMEA,2226.11,1562.3999999999999,663.7100000000003,29.81478902659798,Low
10297,25,82.79,4,2069.75,2004-09-16,Shipped,3,9,2004,Planes,84,S18_2581,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,N/A,2,Ireland,EMEA,Cassidy,Dean,Small,2004,9,3,September,Q3,2004-09,EMEA,2069.75,1260.0,809.75,39.123082497886216,Low
10308,27,82.79,7,2235.33,2004-10-15,Shipped,4,10,2004,Planes,84,S18_2581,Mini Classics,9145554562,3758 North Pendale Street,N/A,White Plains,NY,24067,USA,NA,Frick,Steve,Small,2004,10,4,October,Q4,2004-10,NA,2235.33,1360.8,874.53,39.123082497886216,Low
10318,31,100.0,9,3116.43,2004-11-02,Shipped,4,11,2004,Planes,84,S18_2581,Diecast Classics Inc.,2155551555,7586 Pompton St.,N/A,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium,2004,11,4,November,Q4,2004-11,NA,3116.43,1562.3999999999999,1554.03,49.86571172784244,Medium
10327,45,100.0,8,4781.7,2004-11-10,Resolved,4,11,2004,Planes,84,S18_2581,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,N/A,Kobenhavn,N/A,1734,Denmark,EMEA,Petersen,Jytte,Medium,2004,11,4,November,Q4,2004-11,EMEA,4781.7,2268.0,2513.7,52.569169960474305,Medium
10339,27,100.0,2,2810.7,2004-11-23,Shipped,4,11,2004,Planes,84,S18_2581,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,N/A,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,2004,11,4,November,Q4,2004-11,Japan,2810.7,1360.8,1449.8999999999999,51.5850144092219,Low
10353,27,100.0,1,3515.67,2004-12-04,Shipped,4,12,2004,Planes,84,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,N/A,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium,2004,12,4,December,Q4,2004-12,NA,3515.67,1360.8,2154.87,61.29329544581829,Medium
10374,42,69.27,2,2909.34,2005-02-02,Shipped,1,2,2005,Planes,84,S18_2581,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,N/A,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,2005,2,1,February,Q1,2005-02,APAC,2909.34,2116.7999999999997,792.5400000000004,27.24122996968386,Low
10386,21,74.77,18,1570.17,2005-03-01,Resolved,1,3,2005,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2005,3,1,March,Q1,2005-03,EMEA,1570.17,1058.3999999999999,511.7700000000002,32.593286077303745,Low
10398,34,76.88,15,2613.92,2005-03-30,Shipped,1,3,2005,Planes,84,S18_2581,Reims Collectables,26.47.1555,59 rue de l'Abbaye,N/A,Reims,N/A,51100,France,EMEA,Henriot,Paul,Small,2005,3,1,March,Q1,2005-03,EMEA,2613.92,1713.6,900.3200000000002,34.443288241415196,Low
10401,42,76.03,3,3193.26,2005-04-03,On Hold,2,4,2005,Planes,84,S18_2581,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,N/A,Newark,NJ,94019,USA,NA,Brown,William,Medium,2005,4,2,April,Q2,2005-04,NA,3193.26,2116.7999999999997,1076.4600000000005,33.71037748257268,Medium
10416,15,98.84,4,1482.6,2005-05-10,Shipped,2,5,2005,Planes,84,S18_2581,L'ordine Souveniers,0522-556555,Strada Provinciale 124,N/A,Reggio Emilia,N/A,42100,Italy,EMEA,Moroni,Maurizio,Small,2005,5,2,May,Q2,2005-05,EMEA,1482.6,756.0,726.5999999999999,49.008498583569406,Low
10107,29,70.87,6,2055.23,2003-02-24,Shipped,1,2,2003,Motorcycles,60,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,N/A,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2003,2,1,February,Q1,2003-02,NA,2055.23,1044.0,1011.23,49.20276562720474,Low
10120,46,58.15,4,2674.9,2003-04-29,Shipped,2,4,2003,Motorcycles,60,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2003,4,2,April,Q2,2003-04,APAC,2674.9,1656.0,1018.9000000000001,38.09114359415305,Low
10134,30,61.78,6,1853.4,2003-07-01,Shipped,3,7,2003,Motorcycles,60,S18_2625,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,N/A,Paris,N/A,75508,France,EMEA,Da Cunha,Daniel,Small,2003,7,3,July,Q3,2003-07,EMEA,1853.4,1080.0,773.4000000000001,41.72871479443186,Low
10145,30,49.67,10,1490.1,2003-08-25,Shipped,3,8,2003,Motorcycles,60,S18_2625,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,N/A,Pasadena,CA,90003,USA,NA,Young,Julie,Small,2003,8,3,August,Q3,2003-08,NA,1490.1,1080.0,410.0999999999999,27.52164284276223,Low
10159,42,51.48,18,2162.16,2003-10-10,Shipped,4,10,2003,Motorcycles,60,S18_2625,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,N/A,San Francisco,CA,N/A,USA,NA,Brown,Julie,Small,2003,10,4,October,Q4,2003-10,NA,2162.16,1512.0,650.1599999999999,30.069930069930066,Low
10168,46,61.18,5,2814.28,2003-10-28,Shipped,4,10,2003,Motorcycles,60,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,N/A,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small,2003,10,4,October,Q4,2003-10,NA,2814.28,1656.0,1158.2800000000002,41.15724092840798,Low
10180,25,64.2,13,1605.0,2003-11-11,Shipped,4,11,2003,Motorcycles,60,S18_2625,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",N/A,Lille,N/A,59000,France,EMEA,Rance,Martine,Small,2003,11,4,November,Q4,2003-11,EMEA,1605.0,900.0,705.0,43.925233644859816,Low
10188,32,65.42,5,2093.44,2003-11-18,Shipped,4,11,2003,Motorcycles,60,S18_2625,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",N/A,Bergen,N/A,N 5804,Norway,EMEA,Oeztan,Veysel,Small,2003,11,4,November,Q4,2003-11,EMEA,2093.44,1152.0,941.44,44.97095689391624,Low
10201,30,64.81,6,1944.3,2003-12-01,Shipped,4,12,2003,Motorcycles,60,S18_2625,Mini Wheels Co.,6505555787,5557 North Pendale Street,N/A,San Francisco,CA,N/A,USA,NA,Murphy,Julie,Small,2003,12,4,December,Q4,2003-12,NA,1944.3,1080.0,864.3,44.45301650979787,Low
10210,40,49.67,3,1986.8,2004-01-12,Shipped,1,1,2004,Motorcycles,60,S18_2625,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",N/A,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,2004,1,1,January,Q1,2004-01,Japan,1986.8,1440.0,546.8,27.52164284276223,Low
10223,28,60.57,5,1695.96,2004-02-20,Shipped,1,2,2004,Motorcycles,60,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2004,2,1,February,Q1,2004-02,APAC,1695.96,1008.0,687.96,40.56463595839524,Low
10236,23,55.72,2,1281.56,2004-04-03,Shipped,2,4,2004,Motorcycles,60,S18_2625,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,N/A,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Small,2004,4,2,April,Q2,2004-04,NA,1281.56,828.0,453.55999999999995,35.391241923905234,Low
10251,29,61.18,6,1774.22,2004-05-18,Shipped,2,5,2004,Motorcycles,60,S18_2625,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,N/A,Newark,NJ,94019,USA,NA,Brown,William,Small,2004,5,2,May,Q2,2004-05,NA,1774.22,1044.0,730.22,41.15724092840798,Low
10263,34,58.75,6,1997.5,2004-06-28,Shipped,2,6,2004,Motorcycles,60,S18_2625,Gift Depot Inc.,2035552570,25593 South Bay Ln.,N/A,Bridgewater,CT,97562,USA,NA,King,Julie,Small,2004,6,2,June,Q2,2004-06,NA,1997.5,1224.0,773.5,38.72340425531915,Low
10275,37,63.6,5,2353.2,2004-07-23,Shipped,3,7,2004,Motorcycles,60,S18_2625,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",N/A,Nantes,N/A,44000,France,EMEA,Labrune,Janine,Small,2004,7,3,July,Q3,2004-07,EMEA,2353.2,1332.0,1021.1999999999998,43.39622641509433,Low
10285,20,49.06,10,981.2,2004-08-27,Shipped,3,8,2004,Motorcycles,60,S18_2625,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,N/A,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,2004,8,3,August,Q3,2004-08,NA,981.2,720.0,261.20000000000005,26.620464737056672,Low
10298,32,48.46,2,1550.72,2004-09-27,Shipped,3,9,2004,Motorcycles,60,S18_2625,Atelier graphique,40.32.2555,"54, rue Royale",N/A,Nantes,N/A,44000,France,EMEA,Schmitt,Carine,Small,2004,9,3,September,Q3,2004-09,EMEA,1550.72,1152.0,398.72,25.711927362773423,Low
10308,34,52.09,3,1771.06,2004-10-15,Shipped,4,10,2004,Motorcycles,60,S18_2625,Mini Classics,9145554562,3758 North Pendale Street,N/A,White Plains,NY,24067,USA,NA,Frick,Steve,Small,2004,10,4,October,Q4,2004-10,NA,1771.06,1224.0,547.06,30.888846227682855,Low
